"game_code","period","frame","event","player_id","dplayer_id"
"2016-02-02-BOS-NYK",3,2251,"DRB","203096",NA
"2016-02-02-BOS-NYK",3,2588,"2PX","203096","204001"
"2016-02-02-BOS-NYK",3,2612,"DRB","204001",NA
"2016-02-02-BOS-NYK",3,2760,"2PX","201167","202738"
"2016-02-02-BOS-NYK",3,2812,"DRB","101161",NA
"2016-02-02-BOS-NYK",3,3109,"2PM","203096","204001"
"2016-02-02-BOS-NYK",3,3643,"TO","201577",NA
"2016-02-02-BOS-NYK",3,4129,"2PM","101161","204001"
"2016-02-02-BOS-NYK",3,4634,"2PX","2546","203109"
"2016-02-02-BOS-NYK",3,4665,"ORB","201577",NA
"2016-02-02-BOS-NYK",3,4682,"2PM","201577","101161"
"2016-02-02-BOS-NYK",3,5205,"3PM","203109","204038"
"2016-02-02-BOS-NYK",3,5802,"2PX","2546","203109"
"2016-02-02-BOS-NYK",3,5848,"ORB","204001",NA
"2016-02-02-BOS-NYK",3,5948,"2PM","204001","101161"
"2016-02-02-BOS-NYK",3,6329,"2PM","203109","2546"
"2016-02-02-BOS-NYK",3,6863,"3PX","204038","202738"
"2016-02-02-BOS-NYK",3,6897,"DRB","202340",NA
"2016-02-02-BOS-NYK",3,7402,"2PX","203096","204001"
"2016-02-02-BOS-NYK",3,7403,"BLK","203096","204001"
"2016-02-02-BOS-NYK",3,7425,"DRB","204038",NA
"2016-02-02-BOS-NYK",3,7550,"2PX","201577","203109"
"2016-02-02-BOS-NYK",3,7574,"DRB","101161",NA
"2016-02-02-BOS-NYK",3,7823,"2PX","202340","201167"
"2016-02-02-BOS-NYK",3,7875,"DRB","2546",NA
"2016-02-02-BOS-NYK",3,8046,"FOUL","204001","101161"
"2016-02-02-BOS-NYK",3,8338,"2PX","204001","101161"
"2016-02-02-BOS-NYK",3,8372,"DRB","203096",NA
"2016-02-02-BOS-NYK",3,8501,"3PM","202738","204038"
"2016-02-02-BOS-NYK",3,8848,"2PX","2546","203096"
"2016-02-02-BOS-NYK",3,8897,"ORB","204001",NA
"2016-02-02-BOS-NYK",3,9007,"FOUL","2546","101161"
"2016-02-02-BOS-NYK",3,9654,"TO","201167",NA
"2016-02-02-BOS-NYK",3,10001,"2PX","202340","201167"
"2016-02-02-BOS-NYK",3,10048,"DRB","2546",NA
"2016-02-02-BOS-NYK",3,10405,"SF","201577","203096"
"2016-02-02-BOS-NYK",3,10427,"FOUL","201577","203096"
"2016-02-02-BOS-NYK",3,10772,"3PM","2546","101161"
"2016-02-02-BOS-NYK",3,11262,"SF","203109","2546"
"2016-02-02-BOS-NYK",3,11272,"FOUL","203109","2546"
"2016-02-02-BOS-NYK",3,12032,"2PX","202738","204038"
"2016-02-02-BOS-NYK",3,12056,"DRB","204038",NA
"2016-02-02-BOS-NYK",3,12122,"FOUL",NA,"202738"
"2016-02-02-BOS-NYK",3,12688,"2PM","202498","203935"
"2016-02-02-BOS-NYK",3,13072,"2PX","203092","201577"
"2016-02-02-BOS-NYK",3,13119,"DRB","2546",NA
"2016-02-02-BOS-NYK",3,13303,"3PX","2546","203092"
"2016-02-02-BOS-NYK",3,13367,"DRB","202738",NA
"2016-02-02-BOS-NYK",3,13451,"2PM","203109","201167"
"2016-02-02-BOS-NYK",3,13912,"FOUL","201167","203935"
"2016-02-02-BOS-NYK",3,14237,"TO","201167","202323"
"2016-02-02-BOS-NYK",3,14352,"TO","202323","201167"
"2016-02-02-BOS-NYK",3,14549,"TO","201167","203935"
"2016-02-02-BOS-NYK",3,14672,"3PX","203109","202498"
"2016-02-02-BOS-NYK",3,14726,"DRB","2546",NA
"2016-02-02-BOS-NYK",3,14821,"TO","201167","203109"
"2016-02-02-BOS-NYK",3,15243,"TO","202323",NA
"2016-02-02-BOS-NYK",3,15779,"2PX","2756","203935"
"2016-02-02-BOS-NYK",3,15826,"DRB","203109",NA
"2016-02-02-BOS-NYK",3,15947,"2PM","203092","201577"
"2016-02-02-BOS-NYK",3,16537,"2PM","201577","202323"
"2016-02-02-BOS-NYK",3,17030,"2PM","203092","201577"
"2016-02-02-BOS-NYK",3,17708,"2PX","204001","203092"
"2016-02-02-BOS-NYK",3,17757,"DRB","202323",NA
"2016-02-02-BOS-NYK",3,17936,"2PM","202323","204001"
"2016-02-02-BOS-NYK",3,18230,"TO","2756",NA
"2016-02-02-BOS-NYK",3,18491,"FOUL","202738","204038"
"2016-02-02-BOS-NYK",3,18718,"2PX","203092","204001"
"2016-02-02-BOS-NYK",3,18801,"DRB",NA,NA
"2016-02-02-BOS-NYK",3,19411,"SF","2546","203109"
"2016-02-02-BOS-NYK",3,19434,"FOUL","2546","203109"
"2016-02-02-BOS-NYK",3,20177,"2PM","202738","204001"
"2016-02-02-BOS-NYK",3,20554,"2PX","2546","203935"
"2016-02-02-BOS-NYK",3,20577,"DRB","203092",NA
"2016-02-02-BOS-NYK",3,21091,"TO","202738","2756"
"2016-02-02-BOS-NYK",3,21163,"3PX","2756","202323"
"2016-02-02-BOS-NYK",3,21184,"ORB",NA,NA
"2016-02-02-BOS-NYK",4,0,"SPD",NA,NA
"2016-02-02-BOS-NYK",4,399,"TO","204001",NA
"2016-02-02-BOS-NYK",4,919,"2PX","202323","204001"
"2016-02-02-BOS-NYK",4,1014,"ORB","202323",NA
"2016-02-02-BOS-NYK",4,1323,"2PX","203482","1626170"
"2016-02-02-BOS-NYK",4,1372,"ORB","203482",NA
"2016-02-02-BOS-NYK",4,1432,"2PM","203482","202498"
"2016-02-02-BOS-NYK",4,2005,"3PX","201167","202323"
"2016-02-02-BOS-NYK",4,2051,"DRB","203482",NA
"2016-02-02-BOS-NYK",4,2407,"SF","203482","202498"
"2016-02-02-BOS-NYK",4,2408,"FOUL","203482","202498"
"2016-02-02-BOS-NYK",4,2960,"2PX","2756","202340"
"2016-02-02-BOS-NYK",4,2961,"BLK","2756","202340"
"2016-02-02-BOS-NYK",4,2994,"DRB","203092",NA
"2016-02-02-BOS-NYK",4,3196,"2PM","203092","204001"
"2016-02-02-BOS-NYK",4,3597,"3PM","2756","202340"
"2016-02-02-BOS-NYK",4,4042,"2PX","203092","201577"
"2016-02-02-BOS-NYK",4,4068,"ORB","203092",NA
"2016-02-02-BOS-NYK",4,4084,"2PM","203092","201577"
"2016-02-02-BOS-NYK",4,4746,"2PM","201577","203092"
"2016-02-02-BOS-NYK",4,5045,"3PM","203482","202682"
